"movieid";"rank";"votes";"distribution"
2567937;"5.5";9277;"0001221000"
2567991;"6.2";41;"10.0011101"
2568399;"5.9";2200;"0000122101"
2568931;"5.8";2657;"0000111101"
2569037;"6.6";1127;"0000012200"
2569556;"5.9";4113;"0000111101"
2569583;"5.8";3440;"0000121000"
2569814;"6.8";1512;"0000013200"
2569938;"6.5";67978;"0000122100"
2570013;"4.6";96143;"0011211000"
2570133;"6.8";9391;"0000012211"
2570785;"7.1";58451;"0000012211"
2570825;"7.8";81448;"0000001212"
2571171;"4.4";183;"1111100001"
2571296;"3.8";11636;"1111110000"
2571358;"7.7";4985;"0000001212"
2571413;"6.5";380;"0000022101"
2571635;"7.8";2557;"0000001212"
2572280;"4.4";359;"3000000001"
2572301;"5.3";1907;"0001211000"
2572478;"5.4";11001;"0001121000"
2572635;"7.0";112;"0.00002201"
2572655;"5.9";419;"0000122000"
2572675;"6.3";8544;"0000112101"
2572978;"7.7";21966;"0000001212"
2573045;"6.9";4644;"0000012211"
2573168;"7.5";46795;"0000012310"
2573677;"6.1";32387;"0000122100"
2574016;"5.0";6501;"0001121000"
2574613;"7.4";45026;"0000012211"
2574729;"6.8";113;"0000020112"
2574730;"6.9";3120;"0000012211"
2574824;"3.5";1168;"1111100000"
2575313;"6.6";29259;"0000122100"
2576718;"5.7";13118;"0000121100"
2576852;"6.7";171;"0000011211"
2577062;"6.9";136;"0000011211"
2577075;"6.5";23877;"0000122100"
2577314;"7.4";258326;"0000013310"
2577428;"6.1";1006;"0000122100"
2578162;"7.2";2917;"0000002211"
2578330;"5.4";798;"0001111000"
2578346;"6.5";40;"0..1013101"
2578392;"7.1";2850;"0000002311"
2579662;"5.9";789;"0000111102"
2579702;"7.1";3289;"0000012210"
2580276;"6.4";1211;"0000012101"
2580619;"7.2";14053;"0000012212"
2581228;"7.6";5390;"0000002311"
2581428;"7.6";10303;"0000001321"
2581836;"6.8";365;"0000011211"
2582703;"7.9";12868;"0000001212"
2582995;"6.1";618;"0000111102"
2583382;"6.3";102273;"0000122100"
2583601;"4.9";1969;"0001211000"
2583633;"8.0";82695;"0000001222"
2583695;"6.6";31155;"0000022100"
2583701;"6.1";17465;"0000122100"
2583966;"6.6";10568;"0000012100"
2584115;"7.0";4739;"0000013200"
2584311;"6.3";5942;"0000112100"
2585064;"7.5";936;"0000001212"
2585507;"8.3";46720;"0000001222"
2586057;"5.3";370;"0000011102"
2587077;"6.8";348;"0000001112"
2587740;"7.9";12877;"0000001113"
2587786;"6.8";10019;"0000012211"
2587976;"4.9";1699;"0001211001"
2590181;"4.7";182;"0001110000"
2591814;"6.8";56563;"0000012210"
2592334;"6.2";36951;"0000122100"
2592963;"7.6";2294;"0000002311"
2593112;"6.9";1231;"0000012211"
2593313;"6.9";12087;"0000013210"
