"movieid";"writerid";"addition"
1955340;329602;"(story)  <1,1,3>"
1955728;62448;""
1955728;114451;""
1955747;128346;"(written by)  <1,1,1>"
1955750;36045;"(screenplay)  <2,1,1>"
1955750;76182;"(book)  <1,1,1>"
1957176;27612;"(written by)  <1,1,1>"
1957176;125780;"(written by)  <1,1,2>"
1957184;5714;"(screenplay)  <2,2,1>"
1957184;5714;"(story)  <1,1,1>"
1957184;371801;"(screenplay)  <2,1,1>"
1957472;225294;""
1958267;135184;"(screenplay)  <2,2,1>"
1958267;162901;"(screenplay)  <2,1,1>"
1958267;162901;"(story)  <1,1,1>"
1959117;43633;"(written by)  <1,1,1>"
1959300;195472;"(written by)  <1,1,1>"
1960531;19471;"(screenplay)  <1,2,1>"
1960531;146674;"(play ""Angel Street"")  <2,1,1>"
1960531;302576;"(screenplay)  <1,1,2>"
1960531;375593;"(screenplay)  <1,1,1>"
1960768;263774;"(written by)  <1,1,1>"
1961185;15734;""
1961185;19363;""
1961185;38182;"(story)"
1962315;368896;"(writer)"
1963038;149998;"(screenplay)  <1,1,1>"
1963038;159021;"(novel) (uncredited)"
1963038;184215;"(screenplay revision) (uncredited)"
1963417;271662;"(screenplay)  <3,1,1>"
1963417;271662;"(story)  <2,1,1>"
1963417;386323;"(characters)  <1,1,1>"
1963417;389772;"(screenplay)  <3,2,1>"
1963479;371261;"(written by)  <1,1,1>"
1963756;30715;"(writer)"
1963756;203433;"(writer)"
1963756;406050;"(novel)"
1963794;140400;"(screenplay)  <2,2,1>"
1963794;245479;"(screenplay)  <2,1,1>"
1963794;245479;"(story)  <1,1,1>"
1964073;159228;"(screenplay)  <1,1,1>"
1964073;212328;"(novel ""Jack's Return Home"")  <2,1,1>"
1964074;212328;"(novel ""Jack's Return Home"")  <1,1,1>"
1964074;238808;"(screenplay)  <2,1,1>"
1964200;183176;""
1964209;392982;"(play ""What's Wrong with Angry"")"
1964209;392982;"(screenplay)"
1964242;118366;"(screenplay)  <2,1,1>"
1964242;210123;"(novel)  <1,1,1>"
1964339;50615;"(written by)  <1,1,1>"
1964467;245884;"(written by)  <1,1,1>"
1964503;173649;"(written by)  <1,1,2>"
1964503;278638;"(written by)  <1,1,1>"
1965214;314836;"(written by)  <1,1,1>"
1965236;16821;"(written by)  <1,1,1>"
1965236;252242;"(uncredited)  <2,1,1>"
1965236;298327;"(written by)  <1,2,1>"
1965261;172658;"(written by)  <1,1,1>"
1965516;16821;"(characters)  <1,1,1>"
1965516;16821;"(written by)  <2,2,1>"
1965516;298327;"(characters)  <1,2,1>"
1965516;298327;"(written by)  <2,1,1>"
1965632;69506;"(written by)  <1,1,1>"
1965850;110563;"(from the novel by)  <1,1,1>"
1965850;142121;"(screen play)  <2,1,1>"
1965850;249074;"(screen play)  <2,2,1>"
1966241;69469;"(novel)  <2,1,1>"
1966241;210519;"(screenplay)  <1,1,1>"
1966349;101918;"(adaptation)  <2,1,1>"
1966349;102879;"(story)  <1,1,1>"
1966349;152742;"(uncredited)  <4,1,1>"
1966349;279087;"(screenplay)  <3,1,1>"
1966580;241653;""
1966580;366796;""
1966580;366809;""
1966580;368265;""
1966583;221983;"(written by)  <2,2,1>"
1966583;359117;"(characters)  <1,1,1>"
1966583;359117;"(written by)  <2,1,1>"
1966583;401045;"(written by)  <2,3,1>"
1967074;278771;"(written by)  <1,1,1>"
1967290;51669;"(novel ""The Enchanted Isle"")  <1,1,1>"
1967290;386820;"(screenplay)  <2,1,1>"
1967379;146526;"(screenplay)  <2,3,1>"
1967379;184170;"(book)  <1,1,1>"
1967379;217369;"(screenplay)  <2,2,1>"
1967379;226902;"(screenplay)  <2,1,1>"
1967389;199325;"(written by)  <1,1,1>"
1967955;57245;"(written by)  <2,1,1>"
1967955;136353;"(written by)  <2,1,2>"
1967955;149271;"(written by)  <2,1,3>"
1967955;238680;"(written by)  <1,1,1>"
1967955;360658;"(written by)  <2,1,4>"
1968813;118692;"(screenplay)  <2,1,1>"
1968813;118692;"(story)  <1,1,1>"
1968813;216605;"(screenplay)  <2,2,1>"
1968813;264041;"(screenplay)  <2,3,1>"
1969187;397567;"(story and written by)  <1,1,1>"
1969197;226314;"(play)  <1,1,1>"
1969197;226314;"(screenplay)  <2,1,1>"
1969753;11037;"(screenplay)  <2,1,1>"
1969753;57654;"(1980 screenplay)  <1,1,1>"
1969851;48370;"(book ""One Gallant Rush"")  <3,1,1>"
1969851;172707;"(screenplay)  <1,1,1>"
1969851;190475;"(book ""Lay This Laurel"")  <2,1,1>"
1969851;333729;"(letters)  <4,1,1>"
1969868;393248;"(written by)  <1,1,1>"
1970159;15892;"(written by)  <1,1,1>"
1970215;369377;""
1970215;371325;""
1970300;238125;""
1970300;291884;""
1970338;53900;"(scenario)  <3,1,1>"
1970338;184456;"(written by)  <1,1,1>"
1970338;261467;"(assistant writer)  <2,1,1>"
1970505;177499;"(story)"
1970505;231638;"(screenplay)"
1970505;231638;"(story)"
1970505;231658;"(screenplay)"
1970505;231658;"(story)"
1970696;355875;"(writer)"
1970861;209136;""
1971093;41565;"(novel ""Father of Frankenstein"")  <1,1,1>"
1971093;70687;"(screenplay)  <2,1,1>"
1971149;89964;"(screenplay)  <1,1,1>"
1971149;89964;"(story)  <2,2,1>"
1971149;103041;"(story) (credit only)  <2,1,1>"
1971149;103798;"(screenplay)  <1,1,2>"
1971149;103798;"(story)  <2,2,2>"
1971149;313369;"(story) (credit only)  <2,1,2>"
1971464;50045;"(screenplay)  <1,1,1>"
1971464;58999;"(screenplay)  <1,2,1>"
1971464;236327;"(story) (as Leo Mc Carey)  <2,1,1>"
1971706;161105;""
1971706;184079;"(story)"
1971706;256629;""
1971707;259238;"(as Hidekazu Nagahara)"
1971707;298942;"(uncredited)"
1971707;359012;"(story ""The Resurrection of Godzilla"")"
1971707;366530;"(US version only)"
1971712;182741;"(written by)  <1,1,1>"
1971712;246882;"(written by)  <1,1,2>"
1971712;325986;"(US version) (uncredited)"
1971929;131436;"(written by)  <1,1,1>"
1972108;50045;"(screenplay)  <1,1,2>"
1972108;89697;"(screenplay)  <1,2,1>"
1972108;115605;"(novel)  <2,1,1>"
1972108;289971;"(screenplay)  <1,1,1>"
1972287;51698;"(screenplay)  <3,1,1>"
1972287;109976;"(screenplay)  <3,2,1>"
1972287;114653;"(characters)  <1,1,1>"
1972287;117859;"(story)  <2,1,1>"
1972324;86814;"(screenplay)  <2,1,1>"
1972324;114653;"(novel) (uncredited)  <4,1,1>"
1972324;224780;"(screenplay)  <1,1,1>"
1972807;1013;"(written by) (as Jeffrey Abrams)  <1,1,2>"
1972807;235710;"(written by) (as Jill Mazursky Cody)  <1,1,1>"
1972854;145520;"(written by)  <1,1,1>"
1972884;125633;"(contributing writer) (uncredited)"
1972884;152742;"(contributing writer) (uncredited)"
1972884;163043;"(screenplay)  <2,1,1>"
1972884;248124;"(novel)  <1,1,1>"
1972884;355991;"(contributing writer) (uncredited)"
1972884;375593;"(contributing writer) (uncredited)"
1973432;229532;"(written by)  <1,1,1>"
1973625;2599;"(written by)  <1,1,2>"
1973625;80384;"(written by)  <1,1,1>"
1973808;68720;"(screenplay)  <2,2,1>"
1973808;281891;"(screenplay)  <2,1,1>"
1973808;281891;"(story)  <1,1,1>"
1973808;343735;"(screenplay)  <2,2,2>"
1973922;287320;"(book ""Wiseguy"")  <1,1,1>"
1973922;287320;"(screenplay)  <2,1,1>"
1973922;328847;"(screenplay)  <2,1,2>"
1974272;63248;"(screenplay)  <2,2,2>"
1974272;63248;"(story)  <1,1,2>"
1974272;344442;"(screenplay)  <2,2,1>"
1974272;344442;"(story)  <1,1,1>"
1974272;350327;"(screenplay)  <2,1,1>"
1974519;11907;""
1974519;140263;""
1974519;253935;""
1974724;50591;"(story)"
1974724;334247;"(story)"
1974724;381973;"(screenplay)"
1974984;323696;"(writer)"
1974984;324660;"(dialogue: Italian version)"
1975181;8964;"(written by)  <1,1,1>"
1975609;182680;"(written by)  <1,1,1>"
1975609;182683;"(written by)  <1,1,2>"
1975664;20164;"(uncredited)"
1975664;24673;"(by)  <1,1,1>"
1975664;95942;"(adaptation) (uncredited)"
1975664;95942;"(play ""Grand Hotel"")  <2,1,1>"
1976109;158671;""
1976454;105889;"(screenplay)  <2,1,1>"
1976454;189747;"(short story)  <1,1,1>"
1976610;55970;"(adaptation)  <3,1,1>"
1976610;57496;"(musical)  <1,2,1>"
1976610;170799;"(musical)  <1,1,1>"
1976610;397825;"(screenplay) (as Bronté Woodard)  <2,1,1>"
1976612;113125;""
1976643;95473;""
1976777;91091;"(novel)  <1,1,1>"
1976777;131531;"(screenplay)  <2,1,1>"
1977589;70275;"(written by)  <1,1,1>"
1977592;70275;"(characters)  <1,1,1>"
1977592;144126;"(written by) (as Charlie Haas)  <2,1,1>"
1977857;78147;""
1978263;149714;""
1978309;78187;"(screenplay)  <2,2,3>"
1978309;89886;"(screenplay)  <2,2,1>"
1978309;172260;"(screenplay)  <2,1,1>"
1978309;172260;"(story)  <1,1,1>"
1978309;287723;"(screenplay)  <2,2,2>"
1978312;15782;"(co-dialogue) (uncredited)"
1978312;19363;"(co-dialogue) (uncredited)"
1978312;34695;"(scenario and dialogue)  <1,1,1>"
1978312;35302;"(original idea)  <2,1,1>"
1978415;298327;"(screenplay)  <1,2,1>"
1978415;314842;"(screenplay)  <1,1,1>"
1978415;314842;"(story)  <2,1,1>"
1978778;175772;"(characters)  <1,1,1>"
1978778;175772;"(written by)  <2,1,1>"
1978782;175772;"(written by)  <1,1,1>"
1979111;4857;""
1979111;142997;""
1979111;357524;""
1979447;312250;"(written by)  <1,1,1>"
1979839;68757;"(written by)  <1,1,1>"
1979883;389772;"(written by)  <1,1,1>"
1980073;135027;"(screen play)  <3,1,1>"
1980073;162877;"(screen play)  <3,1,2>"
1980073;286964;"(screen play) (as Ted Pierce)  <3,1,3>"
1980073;332160;"(screen play)  <3,1,5>"
1980073;332160;"(story adaptation)  <2,1,1>"
1980073;345747;"(screen play) (as I. Sparber)  <3,1,4>"
1980073;356054;"(based on immortal tale)  <1,1,1>"
1980149;67705;"(script)  <2,1,1>"
1980149;67705;"(written by)  <1,1,1>"
1980149;67706;"(written by)  <1,1,2>"
1980267;34639;"(written by)  <1,1,1>"
1980412;35810;"(story)  <1,1,1>"
1980412;124055;"(screenplay)  <2,1,1>"
1980412;124055;"(story)  <1,2,1>"
1980412;226600;"(screenplay)  <2,1,2>"
1980412;226600;"(story)  <1,2,2>"
1981072;91071;"(written by)  <1,1,1>"
1981170;49335;"(book for musical play ""Guys and Dolls"")  <1,2,1>"
1981170;152742;"(uncredited)"
1981170;227042;"(written for the screen by)  <3,1,1>"
1981170;315934;"(from a story by)  <2,1,1>"
1981170;355991;"(book for musical play ""Guys and Dolls"")  <1,1,1>"
1981506;205263;"(book of musical play)  <1,1,1>"
1981506;207726;"(memoirs)  <2,1,1>"
1981506;346467;"(screenplay)  <3,1,1>"
1982133;47221;"(screenplay)  <3,2,1>"
1982133;47221;"(story)  <2,3,1>"
1982133;51463;"(screenplay)  <3,1,1>"
1982133;51463;"(story)  <2,2,1>"
1982133;82986;"(original idea)  <1,1,1>"
1982133;82986;"(story)  <2,1,1>"
1982903;252714;"(written by)  <1,1,1>"
1983455;387310;"(written by)  <1,1,1>"
1983617;60763;"(screenplay) (as Teddy Chen)  <1,1,3>"
1983617;164604;"(uncredited)  <3,1,1>"
1983617;164618;"(screenplay)  <1,1,2>"
1983617;212573;"(comic story) (uncredited)  <2,1,1>"
1983617;221995;"(screenplay)  <1,1,4>"
1983617;276903;"(comic story) (uncredited)  <2,1,2>"
1983617;370311;"(screenplay) (as Tsui Hark)  <1,1,1>"
1983859;42881;"(written by)  <1,1,2>"
1983859;61435;"(written by)  <1,1,1>"
1984278;55876;"(screenplay)  <1,1,1>"
1984278;157472;"(screenplay)  <1,2,1>"
1984283;214932;"(story) (as Dhani Lipsius)  <1,1,1>"
1984283;237669;"(screenplay)  <2,1,1>"
1984283;237669;"(story)  <1,2,1>"
1984283;299888;"(story)  <1,1,2>"
1984283;315400;"(story)  <1,1,3>"
1984284;33785;"(written by)  <2,2,1>"
1984284;55876;"(characters)  <1,1,1>"
1984284;157472;"(characters)  <1,2,1>"
1984284;170840;"(written by)  <2,1,1>"
1984284;274015;"(written by)  <2,1,2>"
1984305;55876;"(characters)  <1,2,1>"
1984305;138471;"(screenplay)  <3,2,1>"
1984305;157472;"(characters)  <1,1,1>"
1984305;403979;"(screenplay)  <3,1,1>"
1984305;403979;"(story)  <2,1,1>"
1984320;55876;"(written by)  <1,1,1>"
1984320;157472;"(written by)  <1,1,2>"
1984323;55876;"(uncredited)  <2,1,1>"
1984323;192114;"(uncredited)  <2,2,1>"
1984323;385104;"(written by)  <1,1,1>"
1984372;55876;"(characters)  <1,2,1>"
1984372;108838;"(written by)  <2,1,1>"
1984372;157472;"(characters)  <1,1,1>"
1984593;274861;"(story)  <1,1,1>"
1984593;274861;"<2,1,1>"
1984593;320403;""
1984593;370886;"<2,2,1>"
1984751;332709;"(play)"
1984763;271475;"(uncredited)"
1984763;332709;"(by)  <1,1,1>"
1984785;85766;"(screenplay)  <2,1,1>"
1984785;332709;"(play)  <1,1,1>"
1984785;404396;"(screenplay)  <2,1,2>"
1984792;41626;"(screenplay)  <2,1,1>"
1984792;332709;"(play ""The Tragedy of Hamlet, Prince of Denmark"")  <1,1,1>"
1984793;6983;"(screen adaptation)  <2,1,1>"
1984793;332709;"(play)  <1,1,1>"
1985138;190710;"(written by)"
1985443;43369;"(written by)  <1,1,1>"
1985642;119306;"(written by)  <1,1,1>"
1985642;132775;"(written by)  <1,2,1>"
1985755;104574;"(book)  <1,1,1>"
1985755;104574;"(screenplay)  <2,1,1>"
1985755;104577;"(screenplay)  <2,1,2>"
1985793;42533;"(adaptation) (original story) (as Bert Brecht)  <1,1,1>"
1985793;203102;"(adaptation) (original story)  <1,2,1>"
1985793;391024;"(screenplay)  <2,1,1>"
1986482;344185;"(written by)  <1,1,1>"
1986845;155254;"(written by)  <1,1,1>"
1986845;321349;"(written by)  <1,1,2>"
1986848;80354;"(based on a film story by) (as F. Dammann)  <2,1,1>"
1986848;141716;"(screenplay)  <1,1,1>"
1986848;312603;"(based on a film story by) (as Dr. H. Rosenfeld)  <2,2,1>"
1987088;156276;""
1987088;192160;""
1987126;167712;"(writer)  <1,1,2>"
1987126;301671;"(writer)  <1,1,3>"
1987126;351525;"(writer)  <1,1,1>"
1987387;19043;"(screenwriter)  <1,1,1>"
1987387;371415;"(book)  <2,1,1>"
1987547;402031;"(written by)  <1,1,1>"
1987607;285617;"(written by)  <1,1,1>"
1988142;1317;"(novel) (uncredited)"
1988142;8370;"(screenplay)"
1988142;59224;"(screenplay)"
1988142;83655;"(screenplay) (uncredited)"
1988142;141849;"(screenplay)"
1988142;285086;"(screenplay)"
1988380;157111;"(written by)  <1,1,1>"
1988448;114127;"(novel)  <1,1,1>"
1988448;284997;"(screenplay)  <3,1,1>"
1988448;300873;"(screenplay)  <3,2,1>"
1988448;358479;"(adaptation)  <2,2,1>"
1988448;360521;"(adaptation)  <2,1,1>"
1988626;86090;"(written by)  <1,1,1>"
1988626;230749;"(written by) (as William E. Martin)  <1,2,1>"
1988626;299422;"(written by)  <1,2,2>"
1988834;32430;"(screenplay)  <1,1,1>"
1988834;48877;"(screenplay)  <1,1,2>"
1988834;194719;"(screenplay)  <1,1,3>"
1988919;44230;"(screenplay)  <2,1,2>"
1988919;61859;"(play)  <1,1,1>"
1988919;61859;"(screenplay)  <2,1,1>"
1988919;71028;"(contributor to screenplay) (uncredited)"
1989616;230298;"(written by)  <1,1,2>"
1989616;393014;"(written by)  <1,1,1>"
1989826;62963;"(written by)  <1,1,1>"
1990705;208351;"(written by)  <1,1,1>"
1990862;105978;"(additional dialogue)  <3,1,1>"
1990862;157141;"(screenplay)  <2,2,1>"
1990862;392863;"(screenplay)  <2,1,1>"
1990862;392863;"(story)  <1,1,1>"
1991064;105002;"(screenplay ""Hodet over vannet"")  <1,1,2>"
1991064;167578;"(screenplay ""Hodet over vannet"")  <1,1,1>"
1991064;228985;"(screenplay)  <2,1,1>"
1991115;40143;"(written by)"
1991115;193471;"(writer)"
1991115;308159;"(writer)"
1991115;370185;"(novel ""Loaded"")"
1991269;194406;""
1991544;62448;"(screenplay)"
1991544;62448;"(story)"
1991544;97792;""
1991646;278969;"(written by)  <1,1,1>"
1991707;147783;"(screen story)  <2,1,2>"
1991707;147783;"(screenplay)  <3,2,2>"
1991707;147789;"(screen story)  <2,1,1>"
1991707;147789;"(screenplay)  <3,2,1>"
1991707;147789;"(short film)  <1,1,1>"
1991707;223551;"(screen story)  <2,2,1>"
1991707;223551;"(screenplay)  <3,1,1>"
1991707;395311;"(screen story)  <2,2,2>"
1991707;395311;"(screenplay)  <3,1,2>"
1991951;54584;"(written by)  <1,1,1>"
1991951;144392;"(uncredited)"
1991951;351010;"(uncredited)"
1991969;104577;"(novel)"
1991969;104577;"(screenplay)"
1992217;227192;"(written by)  <1,1,1>"
1992315;387287;"(written by)  <1,1,1>"
1992335;152231;"(book ""Child of War, Woman of Peace"")  <2,2,1>"
1992335;152232;"(book ""Child of War, Woman of Peace"")  <2,1,1>"
1992335;152232;"(book ""When Heaven and Earth Changed Places"")  <1,1,1>"
1992335;351632;"(screenplay)  <3,1,1>"
1992335;399144;"(book ""When Heaven and Earth Changed Places"")  <1,2,1>"
1992344;304021;"(screenplay)  <2,1,1>"
1992344;360390;"(novel)  <1,1,1>"
1992374;25556;"(screenplay)  <1,2,1>"
1992374;235163;"(screenplay)  <1,1,1>"
1992374;330058;"(based upon a play by)  <2,1,1>"
1992374;367941;"(uncredited)"
1992459;267183;""
1992478;48754;"(book)  <1,1,1>"
1992478;118366;"(screenplay)  <2,2,1>"
1992478;285475;"(screenplay)  <2,1,1>"
1992502;170550;"(screenplay)  <1,2,1>"
1992502;385388;"(screenplay) (as Frances Walsh)  <1,1,1>"
1992538;226902;"(written by)"
1992600;35826;"(screenplay)  <1,1,2>"
1992600;35826;"(story) (segment ""Harry Canyon"")  <3,1,2>"
1992600;35826;"(story) (segment ""Taarna"")  <8,1,2>"
1992600;72482;"(original story) (segment ""Den"")  <4,1,1>"
1992600;130892;"(characters and situations) (segment ""Taarna"") (uncredited)"
1992600;132707;"(screenplay) (as Dan Goldberg)  <1,1,1>"
1992600;132707;"(story) (segment ""Harry Canyon"") (as Dan Goldberg)  <3,1,1>"
1992600;132707;"(story) (segment ""Taarna"") (as Dan Goldberg)  <8,1,1>"
1992600;238984;"(original story) (segment ""So Beautiful and So Dangerous"")  <7,1,1>"
1992600;267997;"(original story) (segment ""Soft Landing"")  <2,1,1>"
1992600;267997;"(story) (segment ""B-17"")  <6,1,1>"
1992600;398878;"(original story) (segment ""Captain Sternn"") (as Berni Wrightson)  <5,1,1>"
1992774;216015;""
1993553;100015;"(screenplay)  <2,1,1>"
1993553;100015;"(story)  <1,1,1>"
1993553;114645;"(story)  <1,2,1>"
1993553;304916;"(concept)"
1993850;110136;"(written by) (as Randolph Feldman)  <1,1,1>"
1993913;29236;"(screenplay)  <1,2,1>"
1993913;29243;"(story)  <2,1,1>"
1993913;170732;"(screenplay)  <1,1,1>"
1994073;15389;"(screenplay)  <2,1,1>"
1994073;21722;"(story)  <1,1,1>"
1994279;271407;"(screenplay)  <1,1,1>"
1994414;21722;"(novel ""The Hellbound Heart"") (uncredited)"
1994414;21722;"(written by)"
1994418;15389;"(screenplay)  <3,1,1>"
1994418;15389;"(story)  <2,1,1>"
1994418;21722;"(characters)  <1,1,1>"
1994418;298942;"(story)  <2,1,2>"
1994419;15389;"(written by)  <1,1,1>"
1994580;26642;"(screenplay)  <1,1,1>"
1994580;26642;"(story)  <2,1,1>"
1994580;397616;"(screenplay)  <1,1,2>"
1995071;150154;"(uncredited)"
1995121;41626;"(adapted for the screen by)  <2,1,1>"
1995121;332709;"(by)  <1,1,1>"
1995178;113382;"(written by)  <1,1,1>"
1995178;239810;"(written by)  <1,1,2>"
1995179;277893;""
1996222;47788;"(characters creator)  <2,1,1>"
1996222;357899;"(written by)  <1,1,1>"
1996223;7267;"(written by)  <1,1,1>"
1996223;47788;"(characters created by)  <2,1,1>"
1996223;262121;"(written by)  <1,2,1>"
1996227;47788;"(story)  <2,1,1>"
1996227;385348;"(screenplay)  <1,1,1>"
1996275;56978;"(story)  <2,1,3>"
1996275;67455;"(animation screenplay)  <1,1,1>"
1996275;95057;"(story)  <2,1,12>"
1996275;104474;"(story)  <2,1,13>"
1996275;128334;"(story)  <2,1,6>"
1996275;131577;"(story)  <2,1,9>"
1996275;147983;"(story)  <2,1,7>"
1996275;180524;"(story)  <2,1,1>"
1996275;186164;"(story)  <2,1,10>"
1996275;220445;"(story) (as Tamara Lusher-Stocker)  <2,1,8>"
1996275;237701;"(animation screenplay) (as Donald McEnery)  <1,1,3>"
1996275;240395;"(animation screenplay)  <1,1,5>"
1996275;253500;"(story) (as Bruce M. Morris)  <2,1,11>"
1996275;257643;"(animation screenplay)  <1,1,2>"
1996275;298273;"(story)  <2,1,4>"
1996275;333627;"(animation screenplay)  <1,1,4>"
1996275;343169;"(story)  <2,1,5>"
1996275;392764;"(story)  <2,1,2>"
1996365;150200;"(screenplay)  <2,1,1>"
1996365;150200;"(story)  <1,1,1>"
1996365;247279;"(story)  <1,2,1>"
1996544;330433;"(written by)  <1,1,1>"
1998427;2468;"(original screenplay) (archive footage)  <1,3,1>"
1998427;82158;"(original screenplay) (archive footage)  <1,4,1>"
1998427;100287;"(original screenplay) (archive footage)  <1,5,1>"
1998427;335550;"(original screenplay) (archive footage)  <1,1,1>"
1998427;352646;"(based on the radio drama by) (archive footage)"
1998427;368792;"(Lone Ranger creator) (uncredited)  <23>"
1998427;400832;"(original screenplay) (archive footage)  <1,2,1>"
1998849;174484;"(screenplay)  <2,2,1>"
1998849;194341;"(novel) (as Dean Koontz)  <1,1,1>"
1998849;384562;"(screenplay)  <2,1,1>"
1998864;119704;"(novel)  <1,1,1>"
1998864;223070;"(writer)  <2,1,1>"
1999026;64385;"(writer)"
1999095;78187;"(screenplay)  <2,1,3>"
1999095;89886;"(screenplay)  <2,1,1>"
1999095;161899;"(book)  <1,1,1>"
1999095;287723;"(screenplay)  <2,1,2>"
1999095;312515;"(screenplay)  <2,2,1>"
1999210;77719;"(magazine story ""The Tin Star"")  <2,1,1>"
1999210;116353;"(screenplay)  <1,1,1>"
1999241;305849;"(uncredited)  <2,1,1>"
1999241;364852;"(written by)  <1,1,1>"
1999308;216235;"(written by) (as Robert N. LoCash)  <1,1,2>"
1999308;293635;"(written by)  <1,2,1>"
1999308;406349;"(written by)  <1,1,1>"
1999581;339296;"(written by)  <1,1,1>"
1999623;27572;"(screenplay)  <2,2,1>"
1999623;110700;"(screenplay)  <2,2,2>"
1999623;392434;"(screenplay)  <2,1,1>"
1999623;392434;"(story)  <1,1,1>"
1999628;227892;"(uncredited)"
1999628;247538;"(screenplay) (uncredited)  <4,1,1>"
1999628;247538;"(story)  <2,1,1>"
1999628;270408;"(screenplay)  <3,1,1>"
1999628;277156;"(story)  <2,2,1>"
1999628;392434;"(characters)  <1,1,1>"
1999634;30668;"(story)  <2,1,1>"
1999634;162211;"(story)  <2,2,1>"
1999634;277156;"(story) (as Bill Panzer)  <2,2,2>"
1999634;343673;"(screenplay)  <3,1,1>"
1999634;392434;"(characters)  <1,1,1>"
1999986;74044;"(screenplay)  <2,1,1>"
1999986;294094;"(book ""A Genius in the Family"")  <1,1,1>"
1999986;294095;"(book ""A Genius in the Family"")  <1,2,1>"
2000130;401147;"(screenplay)"
2000130;401147;"(story)"
